source_report,event_date,stock_id,stock_name,period_start,source_row_number,raw_path,raw_sha256_matches,normalized_fields_match,mismatched_fields,raw_row_sha256,raw_official_row_json
TWTAUU,2011-01-25,2412,中華電,2011-01-01,1,data/raw/twse/corporate_actions/capital_reduction/2011/TWTAUU_201101.json.gz,True,True,,BB717B7BF105C01BD32957751D0439E038CA86CAC0FDDDA5F12A581F7054EC51,"{""停止買賣前收盤價格"":""73.10"",""名稱"":""中華電"",""恢復買賣參考價"":""88.87"",""恢復買賣日期"":""100/01/25"",""減資原因"":""退還股款"",""漲停價格"":""95.00"",""股票代號"":""2412"",""詳細資料"":""2412  ,20110128"",""跌停價格"":""82.70"",""開盤競價基準"":""88.90"",""除權參考價"":""--""}"
TWTAUU,2011-09-08,1805,寶徠,2011-09-01,2,data/raw/twse/corporate_actions/capital_reduction/2011/TWTAUU_201109.json.gz,True,True,,42F563D0B9F0F11277C799A1CB68EB1FF6F03E09763458CBD5DF13B341269E16,"{""停止買賣前收盤價格"":""16.35"",""名稱"":""寶徠"",""恢復買賣參考價"":""19.60"",""恢復買賣日期"":""100/09/08"",""減資原因"":""彌補虧損"",""漲停價格"":""20.95"",""股票代號"":""1805"",""詳細資料"":""1805  ,20110919"",""跌停價格"":""18.25"",""開盤競價基準"":""19.60"",""除權參考價"":""--""}"
TWTAUU,2011-12-30,2425,承啟,2011-12-01,2,data/raw/twse/corporate_actions/capital_reduction/2011/TWTAUU_201112.json.gz,True,True,,BA447E237412834C4328AAAB907553DFC10C053AF18B0D4A4AF057B35B11EDFB,"{""停止買賣前收盤價格"":""10.50"",""名稱"":""承啟"",""恢復買賣參考價"":""15.17"",""恢復買賣日期"":""100/12/30"",""減資原因"":""彌補虧損"",""漲停價格"":""16.20"",""股票代號"":""2425"",""詳細資料"":""2425  ,20120106"",""跌停價格"":""14.15"",""開盤競價基準"":""15.15"",""除權參考價"":""--""}"
TWTAUU,2012-01-02,9935,慶豐富,2012-01-01,1,data/raw/twse/corporate_actions/capital_reduction/2012/TWTAUU_201201.json.gz,True,True,,89317E36495A33429F862E6E3ED4C50C92DE85D90FBA6B221B795F7401576E62,"{""停止買賣前收盤價格"":""3.02"",""名稱"":""慶豐富"",""恢復買賣參考價"":""4.54"",""恢復買賣日期"":""101/01/02"",""減資原因"":""彌補虧損"",""漲停價格"":""4.85"",""股票代號"":""9935"",""詳細資料"":""9935  ,20120106"",""跌停價格"":""4.23"",""開盤競價基準"":""4.54"",""除權參考價"":""--""}"
TWTAUU,2012-10-08,2491,吉祥全,2012-10-01,3,data/raw/twse/corporate_actions/capital_reduction/2012/TWTAUU_201210.json.gz,True,True,,516A23933DA0D43DC74F6F6797D4B16248A83C0E48F254DFACED19EEF0D7C13A,"{""停止買賣前收盤價格"":""1.64"",""名稱"":""吉祥全"",""恢復買賣參考價"":""3.17"",""恢復買賣日期"":""101/10/08"",""減資原因"":""彌補虧損"",""漲停價格"":""3.39"",""股票代號"":""2491"",""詳細資料"":""2491  ,20130205"",""跌停價格"":""2.95"",""開盤競價基準"":""3.17"",""除權參考價"":""--""}"
TWTAUU,2012-12-28,2348,力廣,2012-12-01,3,data/raw/twse/corporate_actions/capital_reduction/2012/TWTAUU_201212.json.gz,True,True,,0C646F1FB9D178042CF00539A50F9600E1D51D257B5E755CA5851DDB5A5EE617,"{""停止買賣前收盤價格"":""2.80"",""名稱"":""力廣"",""恢復買賣參考價"":""28.66"",""恢復買賣日期"":""101/12/28"",""減資原因"":""彌補虧損"",""漲停價格"":""30.65"",""股票代號"":""2348"",""詳細資料"":""2348  ,20130205"",""跌停價格"":""26.70"",""開盤競價基準"":""28.65"",""除權參考價"":""--""}"
TWTAUU,2013-01-30,6145,勁永,2013-01-01,1,data/raw/twse/corporate_actions/capital_reduction/2013/TWTAUU_201301.json.gz,True,True,,8D5854152FDECC47B8D45D08EEDF6015733EA8F12723BA1AAB838EBD85E10DF8,"{""停止買賣前收盤價格"":""12.35"",""名稱"":""勁永"",""恢復買賣參考價"":""20.58"",""恢復買賣日期"":""102/01/30"",""減資原因"":""彌補虧損"",""漲停價格"":""22.00"",""股票代號"":""6145"",""詳細資料"":""6145  ,20130206"",""跌停價格"":""19.15"",""開盤競價基準"":""20.60"",""除權參考價"":""--""}"
TWTAUU,2013-10-18,1614,三洋電,2013-10-01,5,data/raw/twse/corporate_actions/capital_reduction/2013/TWTAUU_201310.json.gz,True,True,,9575D46B05AC5762583760D7CD9FE427D846E24B430C075B67281B6C6AC6A2FE,"{""停止買賣前收盤價格"":""33.15"",""名稱"":""三洋電"",""恢復買賣參考價"":""37.23"",""恢復買賣日期"":""102/10/18"",""減資原因"":""退還股款"",""漲停價格"":""39.80"",""股票代號"":""1614"",""詳細資料"":""1614  ,20131028"",""跌停價格"":""34.65"",""開盤競價基準"":""37.25"",""除權參考價"":""--""}"
TWTAUU,2013-12-30,1737,臺鹽,2013-12-01,3,data/raw/twse/corporate_actions/capital_reduction/2013/TWTAUU_201312.json.gz,True,True,,72BC7A36C43C9010E2E7118D26EB5C367BF3A3D10BC44C76198519CEAC7452A8,"{""停止買賣前收盤價格"":""23.50"",""名稱"":""臺鹽"",""恢復買賣參考價"":""28.77"",""恢復買賣日期"":""102/12/30"",""減資原因"":""退還股款"",""漲停價格"":""30.75"",""股票代號"":""1737"",""詳細資料"":""1737  ,20131231"",""跌停價格"":""26.80"",""開盤競價基準"":""28.75"",""除權參考價"":""--""}"
TWTAUU,2014-01-13,1456,怡華,2014-01-01,1,data/raw/twse/corporate_actions/capital_reduction/2014/TWTAUU_201401.json.gz,True,True,,90BB407E58A0BD060E3F31A9345CD69873BB4E7A7B50B6788462F24EE3C080D7,"{""停止買賣前收盤價格"":""3.40"",""名稱"":""怡華"",""恢復買賣參考價"":""8.50"",""恢復買賣日期"":""103/01/13"",""減資原因"":""彌補虧損"",""漲停價格"":""9.09"",""股票代號"":""1456"",""詳細資料"":""1456  ,20140124"",""跌停價格"":""7.91"",""開盤競價基準"":""8.50"",""除權參考價"":""--""}"
TWTAUU,2014-10-20,2476,鉅祥,2014-10-01,7,data/raw/twse/corporate_actions/capital_reduction/2014/TWTAUU_201410.json.gz,True,True,,26566993B9B0667FD51A3FE6E27FE28B02DEF476299805D0BC06D1B93ED0BD1B,"{""停止買賣前收盤價格"":""25.00"",""名稱"":""鉅祥"",""恢復買賣參考價"":""30.35"",""恢復買賣日期"":""103/10/20"",""減資原因"":""退還股款"",""漲停價格"":""32.45"",""股票代號"":""2476"",""詳細資料"":""2476  ,20141029"",""跌停價格"":""28.25"",""開盤競價基準"":""30.35"",""除權參考價"":""--""}"
TWTAUU,2014-12-10,1513,中興電,2014-12-01,1,data/raw/twse/corporate_actions/capital_reduction/2014/TWTAUU_201412.json.gz,True,True,,3BB2021DCE9458D6C4CDE90D4DBDDE58531056B14F65825EA19AB353BAA475CA,"{""停止買賣前收盤價格"":""19.60"",""名稱"":""中興電"",""恢復買賣參考價"":""20.05"",""恢復買賣日期"":""103/12/10"",""減資原因"":""退還股款"",""漲停價格"":""21.45"",""股票代號"":""1513"",""詳細資料"":""1513  ,20141223"",""跌停價格"":""18.65"",""開盤競價基準"":""20.05"",""除權參考價"":""--""}"
