source_report,stock_id,stock_name,event_date,event_kind,pre_event_close,reference_price,opening_reference_price,ex_right_reference_price,rights_value,cash_value,combined_value,upper_limit,lower_limit,reduction_reason,detail_key,adjustment_factor,raw_path,raw_sha256,mops_match_status,mops_candidate_count,mops_match_method,mops_distribution_year_roc,mops_cash_per_old_share,mops_stock_dividend_value_per_old_share,mops_free_share_multiplier,mops_reference_error,subscription_match_status,subscription_pair_candidates,official_subscription_rate,official_subscription_price,official_shareholder_allocation_fraction,official_paid_dilution_rate,subscription_reference_error,subscription_rate_announcement_date,subscription_price_announcement_date,subscription_record_date,subscription_payment_start,subscription_payment_end,capital_increase_effective_date,new_share_delivery_date,subscription_settlement_match_status,ledger_status,ledger_block_reason,cash_per_old_share,share_multiplier,capital_contribution_per_old_share,economic_value_continuity_error,ledger_terms_source,total_return_eligible,share_semantics,trade_date,previous_trade_date,previous_close,open,close,change_pct,calendar_gap_days,open_gap,close_return,implied_official_reference_price,reference_reset_return,market_return_from_reference,effective_date_lag_days,has_price_on_effective_date,official_pre_close_matches
TWT49U,9104,萬宇科,2005-03-17,ex_dividend,50.5,48.92,48.9,48.92,0.0,1.58,1.58,52.3,45.5,,"9104,20050317",0.9687128712871288,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200503.json.gz,3DDA08E5D0640CD0B8EBF16CBE57C3D81F338BAA113AF11B049E62658FFB6206,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,1.58,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares,2005-03-17,2005-03-16,50.5,50.0,50.0,0.0,1.0,-0.00990099009900991,-0.00990099009900991,50.0,-0.00990099009900991,0.0,0.0,True,True
TWT49U,2020,美亞,2005-03-22,ex_right,23.3,23.3,23.3,23.3,0.0,0.0,0.0,24.9,21.7,,"2020,20050322",1.0,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200503.json.gz,3DDA08E5D0640CD0B8EBF16CBE57C3D81F338BAA113AF11B049E62658FFB6206,year_or_stock_terms_not_found,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,blocked,official_free_share_terms_missing,,,,,,False,actual_shares,2005-03-22,2005-03-21,23.3,23.3,23.15,0.0,1.0,0.0,-0.006437768240343478,23.15,-0.006437768240343478,0.0,0.0,True,True
TWT49U,9105,泰金寶-DR,2005-04-12,ex_right,53.8,5.38,5.38,5.38,48.42,0.0,48.42,5.75,5.01,,"9105,20050412",0.1,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200504.json.gz,7C144F3090D0EF0B07CF67631E9BD0801F701045CEE69718DACB9FC9639ECB21,year_or_stock_terms_not_found,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,blocked,official_free_share_terms_missing,,,,,,False,actual_shares,2005-04-12,2005-04-11,53.8,5.75,5.75,0.0,1.0,-0.8931226765799256,-0.8931226765799256,5.75,-0.8931226765799256,0.0,0.0,True,True
TWT49U,2034,允強,2005-04-14,ex_right,31.8,30.62,31.8,31.8,1.18,0.0,1.18,34.0,28.5,,"2034,20050414",0.9628930817610063,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200504.json.gz,7C144F3090D0EF0B07CF67631E9BD0801F701045CEE69718DACB9FC9639ECB21,year_or_stock_terms_not_found,0,,,,,,,rate_price_or_allocation_not_found_before_event,0,,,,,,,,,,,,,not_applicable,blocked,paid_subscription_terms_missing,,,,,,False,actual_shares,2005-04-14,2005-04-13,31.8,31.0,30.9,0.0,1.0,-0.02515723270440251,-0.028301886792452935,30.9,-0.028301886792452935,0.0,0.0,True,True
TWT49U,4906,正文,2005-04-20,ex_right,68.2,67.46,68.2,68.2,0.74,0.0,0.74,72.9,62.8,,"4906,20050420",0.9891495601173019,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200504.json.gz,7C144F3090D0EF0B07CF67631E9BD0801F701045CEE69718DACB9FC9639ECB21,matched_unique,1,unique_stock_terms_in_decision_year,94.0,2.8528,1.574,1.1574,9.274822878866424,rate_price_or_allocation_not_found_before_event,0,,,,,,,,,,,,,not_applicable,blocked,paid_subscription_terms_missing,,,,,,False,actual_shares,2005-04-20,2005-04-19,68.2,68.6,68.2,0.0,1.0,0.00586510263929596,0.0,68.2,0.0,0.0,0.0,True,True
TWT49U,2822,農銀,2005-04-21,ex_right,9.17,9.25,9.17,9.17,0.08,0.0,0.08,9.89,8.53,,"2822,20050421",1.0087241003271539,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200504.json.gz,7C144F3090D0EF0B07CF67631E9BD0801F701045CEE69718DACB9FC9639ECB21,stock_not_found,0,,,,,,,announcement_facts_not_found,0,,,,,,,,,,,,,not_applicable,blocked,paid_subscription_terms_missing,,,,,,False,actual_shares,2005-04-21,2005-04-20,9.17,9.0,9.6,0.0,1.0,-0.018538713195201728,0.046892039258451534,9.6,0.046892039258451534,0.0,0.0,True,True
TWT49U,2834,臺企銀,2005-04-21,ex_right,9.4,9.48,9.4,9.4,0.08,0.0,0.08,10.1,8.75,,"2834,20050421",1.0085106382978724,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200504.json.gz,7C144F3090D0EF0B07CF67631E9BD0801F701045CEE69718DACB9FC9639ECB21,year_or_stock_terms_not_found,0,,,,,,,rate_price_or_allocation_not_found_before_event,0,,,,,,,,,,,,,not_applicable,blocked,paid_subscription_terms_missing,,,,,,False,actual_shares,2005-04-21,2005-04-20,9.4,9.25,9.92,0.0,1.0,-0.015957446808510634,0.05531914893617018,9.92,0.05531914893617018,0.0,0.0,True,True
TWT49U,3051,力特,2005-04-27,ex_right,89.7,88.23,89.7,89.7,1.47,0.0,1.47,95.9,82.1,,"3051,20050427",0.9836120401337792,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200504.json.gz,7C144F3090D0EF0B07CF67631E9BD0801F701045CEE69718DACB9FC9639ECB21,matched_unique,1,unique_stock_terms_in_decision_year,94.0,2.739,1.47488,1.147488,11.529247887559606,rate_price_or_allocation_not_found_before_event,0,,,,,,,,,,,,,not_applicable,blocked,paid_subscription_terms_missing,,,,,,False,actual_shares,2005-04-27,2005-04-26,89.7,89.7,89.7,0.0,1.0,0.0,0.0,89.7,0.0,0.0,0.0,True,True
TWT49U,1717,長興,2005-04-28,ex_dividend,20.1,19.3,19.3,19.3,0.0,0.8,0.8,20.65,17.95,,"1717,20050428",0.9601990049751243,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200504.json.gz,7C144F3090D0EF0B07CF67631E9BD0801F701045CEE69718DACB9FC9639ECB21,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.8,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares,2005-04-28,2005-04-27,20.1,19.3,19.8,0.0,1.0,-0.03980099502487566,-0.014925373134328401,19.8,-0.014925373134328401,0.0,0.0,True,True
TWT49U,9102,東亞科,2005-05-10,ex_dividend,9.75,9.37,9.37,9.37,0.0,0.38,0.38,10.0,8.72,,"9102,20050510",0.9610256410256409,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200505.json.gz,B1E0FACFD5628614DD8B7A07489E07D0C8FAA2F8FECB869D93E388F11388CFBE,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.38,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares,2005-05-10,2005-05-09,9.75,9.57,9.47,0.0,1.0,-0.018461538461538418,-0.028717948717948638,9.47,-0.028717948717948638,0.0,0.0,True,True
TWT49U,9103,美德醫療-DR,2005-05-13,ex_dividend,11.8,11.61,11.6,11.61,0.0,0.1864,0.1864,12.4,10.8,,"9103,20050513",0.9838983050847456,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200505.json.gz,B1E0FACFD5628614DD8B7A07489E07D0C8FAA2F8FECB869D93E388F11388CFBE,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.1864,1.0,0.0,0.0036000000000004917,twse_twt49u_declared_cash,True,actual_shares,2005-05-13,2005-05-12,11.8,11.7,11.65,0.0,1.0,-0.008474576271186529,-0.012711864406779738,11.65,-0.012711864406779738,0.0,0.0,True,True
TWT49U,0050,元大台灣50,2005-05-19,ex_dividend,46.69,44.84,44.84,44.84,0.0,1.85,1.85,47.97,41.71,,"0050,20050519",0.960376954379953,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200505.json.gz,B1E0FACFD5628614DD8B7A07489E07D0C8FAA2F8FECB869D93E388F11388CFBE,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,1.85,1.0,0.0,7.105427357601002e-15,twse_twt49u_declared_cash,True,actual_shares,2005-05-19,2005-05-18,46.69,45.63,45.38,0.0,1.0,-0.022702934247162077,-0.028057399871492694,45.38,-0.028057399871492694,0.0,0.0,True,True
TWT49U,1520,復盛,2005-05-19,ex_dividend,42.45,39.45,39.45,39.45,0.0,3.0,3.0,42.2,36.7,,"1520,20050519",0.9293286219081273,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200505.json.gz,B1E0FACFD5628614DD8B7A07489E07D0C8FAA2F8FECB869D93E388F11388CFBE,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,3.0,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares,2005-05-19,2005-05-18,42.45,39.65,39.8,0.0,1.0,-0.06595995288574807,-0.06242638398115441,39.8,-0.06242638398115441,0.0,0.0,True,True
TWT49U,9911,櫻花,2005-05-23,ex_dividend,8.03,7.78,7.78,7.78,0.0,0.25,0.25,8.32,7.24,,"9911,20050523",0.9688667496886676,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200505.json.gz,B1E0FACFD5628614DD8B7A07489E07D0C8FAA2F8FECB869D93E388F11388CFBE,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.25,1.0,0.0,1.7763568394002505e-15,twse_twt49u_declared_cash,True,actual_shares,2005-05-23,2005-05-20,8.03,8.05,7.8,0.0,3.0,0.0024906600249068322,-0.028642590286425795,7.8,-0.028642590286425795,0.0,0.0,True,True
TWT49U,9943,好樂迪,2005-05-23,ex_dividend,24.3,23.8,23.8,23.8,0.0,0.5,0.5,25.45,22.15,,"9943,20050523",0.9794238683127572,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200505.json.gz,B1E0FACFD5628614DD8B7A07489E07D0C8FAA2F8FECB869D93E388F11388CFBE,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.5,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares,2005-05-23,2005-05-20,24.3,23.75,23.0,0.0,3.0,-0.02263374485596714,-0.053497942386831254,23.0,-0.053497942386831254,0.0,0.0,True,True
TWT49U,2523,德寶,2005-05-24,ex_dividend,7.66,7.16,7.16,7.16,0.0,0.5,0.5,7.66,6.66,,"2523,20050524",0.9347258485639687,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200505.json.gz,B1E0FACFD5628614DD8B7A07489E07D0C8FAA2F8FECB869D93E388F11388CFBE,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.5,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares,2005-05-24,2005-05-23,7.66,7.19,7.15,0.0,1.0,-0.06135770234986937,-0.0665796344647519,7.15,-0.0665796344647519,0.0,0.0,True,True
