source_report,stock_id,stock_name,event_date,event_kind,pre_event_close,reference_price,opening_reference_price,ex_right_reference_price,rights_value,cash_value,combined_value,upper_limit,lower_limit,reduction_reason,detail_key,adjustment_factor,raw_path,raw_sha256,mops_match_status,mops_candidate_count,mops_match_method,mops_distribution_year_roc,mops_cash_per_old_share,mops_stock_dividend_value_per_old_share,mops_free_share_multiplier,mops_reference_error,subscription_match_status,subscription_pair_candidates,official_subscription_rate,official_subscription_price,official_shareholder_allocation_fraction,official_paid_dilution_rate,subscription_reference_error,subscription_rate_announcement_date,subscription_price_announcement_date,subscription_record_date,subscription_payment_start,subscription_payment_end,capital_increase_effective_date,new_share_delivery_date,subscription_settlement_match_status,ledger_status,ledger_block_reason,cash_per_old_share,share_multiplier,capital_contribution_per_old_share,economic_value_continuity_error,ledger_terms_source,total_return_eligible,share_semantics,trade_date,previous_trade_date,previous_close,open,close,change_pct,calendar_gap_days,open_gap,close_return,implied_official_reference_price,reference_reset_return,market_return_from_reference,effective_date_lag_days,has_price_on_effective_date,official_pre_close_matches
TWT49U,3006,晶豪科,2006-08-23,ex_right_dividend,27.8,25.78,25.8,25.78,1.02,1.0,2.02,27.55,24.0,,"3006,20060823",0.9273381294964029,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,matched_unique,1,declared_cash_and_decision_year,95.0,1.0,0.34,1.034,0.13876208897485398,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,1.0,1.034,0.0,0.14348000000000027,mops_t05st09sub_declared_dividend_terms,True,actual_shares,2006-08-23,2006-08-22,27.8,26.3,25.9,0.0,1.0,-0.0539568345323741,-0.06834532374100732,25.9,-0.06834532374100732,0.0,0.0,True,True
TWT49U,9935,慶豐富,2006-08-23,ex_right_dividend,7.94,7.73,7.73,7.73,0.16,0.05,0.21,8.27,7.19,,"9935,20060823",0.973551637279597,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,matched_unique,1,reference_equation,95.0,0.05,0.2,1.02,0.0052941176470584494,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.05,1.02,0.0,0.005399999999999849,mops_t05st09sub_declared_dividend_terms,True,actual_shares,2006-08-23,2006-08-22,7.94,7.73,7.84,0.0,1.0,-0.026448362720402963,-0.012594458438287215,7.84,-0.012594458438287215,0.0,0.0,True,True
TWT49U,9938,百和,2006-08-23,ex_right_dividend,21.4,18.88,18.9,18.88,2.13,0.399794,2.529794,20.2,17.6,,"9938,20060823",0.8822429906542056,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,matched_unique,1,declared_cash_and_decision_year,95.0,0.39979,1.09943,1.109943,0.0400796797673415,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.39979,1.109943,0.0,0.04448616000000172,mops_t05st09sub_declared_dividend_terms,True,actual_shares,2006-08-23,2006-08-22,21.4,19.3,19.35,0.0,1.0,-0.09813084112149528,-0.09579439252336441,19.35,-0.09579439252336441,0.0,0.0,True,True
TWT49U,1451,年興,2006-08-24,ex_dividend,17.4,15.9,15.9,15.9,0.0,1.5,1.5,17.0,14.8,,"1451,20060824",0.9137931034482759,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,1.5,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares,2006-08-24,2006-08-23,17.4,16.2,16.15,0.0,1.0,-0.06896551724137923,-0.07183908045977017,16.15,-0.07183908045977017,0.0,0.0,True,True
TWT49U,1531,高林股,2006-08-24,ex_right_dividend,21.8,18.44,18.45,18.44,2.86,0.5,3.36,19.7,17.15,,"1531,20060824",0.8458715596330275,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,matched_unique,1,declared_cash_and_decision_year,95.0,0.5,1.5,1.15,0.08173913043478365,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.5,1.15,0.0,0.0940000000000012,mops_t05st09sub_declared_dividend_terms,True,actual_shares,2006-08-24,2006-08-23,21.8,18.5,18.4,0.0,1.0,-0.1513761467889908,-0.15596330275229364,18.4,-0.15596330275229364,0.0,0.0,True,True
TWT49U,1533,車王電,2006-08-24,ex_dividend,31.2,30.7,30.7,30.7,0.0,0.5,0.5,32.8,28.6,,"1533,20060824",0.9839743589743589,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.5,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares,2006-08-24,2006-08-23,31.2,30.45,31.1,0.0,1.0,-0.024038461538461564,-0.0032051282051280827,31.1,-0.0032051282051280827,0.0,0.0,True,True
TWT49U,1704,榮化,2006-08-24,ex_right_dividend,26.4,23.61,23.6,23.61,1.19,1.6,2.79,25.25,22.0,,"1704,20060824",0.8943181818181818,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,stock_not_found,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,blocked,official_free_share_terms_missing,,,,,,False,actual_shares,2006-08-24,2006-08-23,26.4,24.0,23.6,0.0,1.0,-0.09090909090909083,-0.10606060606060597,23.6,-0.10606060606060597,0.0,0.0,True,True
TWT49U,1808,潤隆,2006-08-24,ex_right,47.8,44.13,44.15,44.13,3.67,0.0,3.67,47.2,41.05,,"1808,20060824",0.9232217573221758,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,matched_unique,1,reference_equation,95.0,0.0,0.83,1.083,0.006657433056318496,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.0,1.083,0.0,0.007209999999993499,mops_t05st09sub_declared_dividend_terms,True,actual_shares,2006-08-24,2006-08-23,47.8,45.5,46.0,0.0,1.0,-0.04811715481171541,-0.03765690376569031,46.0,-0.03765690376569031,0.0,0.0,True,True
TWT49U,2010,春源,2006-08-24,ex_right,12.75,12.14,12.15,12.14,0.61,0.0,0.61,12.95,11.3,,"2010,20060824",0.952156862745098,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,matched_unique,1,reference_equation,95.0,1.2,0.5,1.05,0.002857142857141781,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.0,1.05,0.0,0.0029999999999983373,mops_t05st09sub_declared_dividend_terms,True,actual_shares,2006-08-24,2006-08-23,12.75,12.2,12.15,0.0,1.0,-0.04313725490196085,-0.04705882352941171,12.15,-0.04705882352941171,0.0,0.0,True,True
TWT49U,2414,精技,2006-08-24,ex_right_dividend,12.75,11.64,11.65,11.64,0.61,0.50494,1.11494,12.45,10.85,,"2414,20060824",0.9129411764705883,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,matched_unique,1,declared_cash_and_decision_year,95.0,0.50494,0.50494,1.050494,0.016477809487726702,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.50494,1.050494,0.0,0.017309839999999355,mops_t05st09sub_declared_dividend_terms,True,actual_shares,2006-08-24,2006-08-23,12.75,11.7,11.9,0.0,1.0,-0.08235294117647063,-0.06666666666666665,11.9,-0.06666666666666665,0.0,0.0,True,True
TWT49U,2441,超豐,2006-08-24,ex_right_dividend,39.2,32.99,33.0,32.99,4.02,2.196775,6.216775,35.25,30.7,,"2441,20060824",0.8415816326530612,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,matched_unique,1,declared_cash_and_decision_year,95.0,2.2,1.0,1.1,0.6463636363636311,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,2.2,1.1,0.0,0.7109999999999914,mops_t05st09sub_declared_dividend_terms,True,actual_shares,2006-08-24,2006-08-23,39.2,33.8,34.4,0.0,1.0,-0.13775510204081642,-0.12244897959183687,34.4,-0.12244897959183687,0.0,0.0,True,True
TWT49U,2482,連宇,2006-08-24,ex_right_dividend,15.3,14.09,14.1,14.09,0.71,0.5,1.21,15.05,13.15,,"2482,20060824",0.9209150326797385,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,matched_unique,1,reference_equation,95.0,0.5,0.5,1.05,0.005238095238095042,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.5,1.05,0.0,0.005499999999999616,mops_t05st09sub_declared_dividend_terms,True,actual_shares,2006-08-24,2006-08-23,15.3,14.35,14.6,0.0,1.0,-0.06209150326797397,-0.045751633986928164,14.6,-0.045751633986928164,0.0,0.0,True,True
TWT49U,2609,陽明,2006-08-24,ex_dividend,19.65,17.15,17.15,17.15,0.0,2.5,2.5,18.35,15.95,,"2609,20060824",0.8727735368956743,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,2.5,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares,2006-08-24,2006-08-23,19.65,17.25,17.15,0.0,1.0,-0.12213740458015265,-0.12722646310432573,17.15,-0.12722646310432573,0.0,0.0,True,True
TWT49U,2615,萬海,2006-08-24,ex_right,19.6,17.81,17.8,17.81,1.79,0.0,1.79,19.05,16.6,,"2615,20060824",0.908673469387755,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,matched_unique,1,reference_equation,95.0,2.0,1.0,1.1,0.008181818181817846,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.0,1.1,0.0,0.009000000000000341,mops_t05st09sub_declared_dividend_terms,True,actual_shares,2006-08-24,2006-08-23,19.6,17.85,17.85,0.0,1.0,-0.0892857142857143,-0.0892857142857143,17.85,-0.0892857142857143,0.0,0.0,True,True
TWT49U,6117,迎廣,2006-08-24,ex_dividend,14.8,14.48,14.5,14.48,0.0,0.310344,0.310344,15.45,13.5,,"6117,20060824",0.9783783783783784,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.310344,1.0,0.0,0.009655999999999665,twse_twt49u_declared_cash,True,actual_shares,2006-08-24,2006-08-23,14.8,14.35,14.2,0.0,1.0,-0.030405405405405483,-0.04054054054054068,14.2,-0.04054054054054068,0.0,0.0,True,True
TWT49U,9904,寶成,2006-08-24,ex_right_dividend,26.4,23.63,23.65,23.63,1.28,1.49922,2.77922,25.25,22.0,,"9904,20060824",0.8950757575757576,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,matched_unique,1,declared_cash_and_decision_year,95.0,1.5,0.5,1.05,0.08428571428571274,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,1.5,1.05,0.0,0.0884999999999998,mops_t05st09sub_declared_dividend_terms,True,actual_shares,2006-08-24,2006-08-23,26.4,23.65,23.9,0.0,1.0,-0.10416666666666663,-0.09469696969696972,23.9,-0.09469696969696972,0.0,0.0,True,True
TWT49U,9933,中鼎,2006-08-24,ex_right_dividend,17.2,16.03,16.05,16.03,0.17,1.0,1.17,17.15,14.95,,"9933,20060824",0.9319767441860466,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,matched_unique,1,declared_cash_and_decision_year,95.0,1.0,0.0794,1.00794,0.04238526102744089,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,1.0,1.00794,0.0,0.04272179999999892,mops_t05st09sub_declared_dividend_terms,True,actual_shares,2006-08-24,2006-08-23,17.2,16.3,16.45,0.0,1.0,-0.05232558139534871,-0.043604651162790664,16.45,-0.043604651162790664,0.0,0.0,True,True
TWT49U,1101,台泥,2006-08-25,ex_right_dividend,23.45,21.67,21.65,21.67,0.38,1.405942,1.785942,23.15,20.2,,"1101,20060825",0.9240938166311302,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,matched_unique,1,declared_cash_and_decision_year,95.0,1.40594,0.15621,1.015621,0.035006099716326844,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,1.40594,1.015621,0.0,0.035552929999994376,mops_t05st09sub_declared_dividend_terms,True,actual_shares,2006-08-25,2006-08-24,23.45,22.0,21.8,0.0,1.0,-0.061833688699360345,-0.07036247334754797,21.8,-0.07036247334754797,0.0,0.0,True,True
TWT49U,1101A,台泥特,2006-08-25,ex_dividend,27.3,25.8,25.8,25.8,0.0,1.5,1.5,27.6,24.0,,"1101A,20060825",0.945054945054945,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,1.5,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares,2006-08-25,2006-08-24,27.3,25.5,25.95,0.0,1.0,-0.06593406593406592,-0.0494505494505495,25.95,-0.0494505494505495,0.0,0.0,True,True
TWT49U,2611,志信,2006-08-25,ex_dividend,12.55,12.25,12.25,12.25,0.0,0.3,0.3,13.1,11.4,,"2611,20060825",0.9760956175298804,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.3,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares,2006-08-25,2006-08-24,12.55,12.35,12.3,0.0,1.0,-0.015936254980079778,-0.019920318725099584,12.3,-0.019920318725099584,0.0,0.0,True,True
TWT49U,8072,陞泰,2006-08-25,ex_right_dividend,172.0,142.63,142.5,142.63,23.85,5.523843,29.373843,152.5,133.0,,"8072,20060825",0.8292441860465116,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,declared_terms_no_match,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,blocked,official_free_share_terms_missing,,,,,,False,actual_shares,2006-08-25,2006-08-24,172.0,145.5,144.0,0.0,1.0,-0.15406976744186052,-0.16279069767441856,144.0,-0.16279069767441856,0.0,0.0,True,True
TWT49U,9105,泰金寶-DR,2006-08-25,ex_dividend,5.46,5.29,5.29,5.29,0.0,0.17,0.17,5.66,4.92,,"9105,20060825",0.9688644688644689,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.17,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares,2006-08-25,2006-08-24,5.46,5.46,5.3,0.0,1.0,0.0,-0.02930402930402931,5.3,-0.02930402930402931,0.0,0.0,True,True
TWT49U,1459,聯發,2006-08-29,ex_right,5.35,5.29,5.29,5.29,0.06,0.0,0.06,5.66,4.92,,"1459,20060829",0.988785046728972,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,matched_unique,1,reference_equation,95.0,0.0,0.1,1.01,0.00702970297029637,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.0,1.01,0.0,0.00709999999999944,mops_t05st09sub_declared_dividend_terms,True,actual_shares,2006-08-29,2006-08-28,5.35,5.3,5.28,0.0,1.0,-0.009345794392523366,-0.013084112149532645,5.28,-0.013084112149532645,0.0,0.0,True,True
TWT49U,1611,中電,2006-08-29,ex_right_dividend,18.1,16.69,16.7,16.69,1.01,0.4,1.41,17.85,15.55,,"1611,20060829",0.9220994475138121,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,matched_unique,1,reference_equation,95.0,0.4,0.6,1.06,0.0081132075471686,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.4,1.06,0.0,0.008600000000001273,mops_t05st09sub_declared_dividend_terms,True,actual_shares,2006-08-29,2006-08-28,18.1,16.8,16.7,0.0,1.0,-0.07182320441988954,-0.07734806629834268,16.7,-0.07734806629834268,0.0,0.0,True,True
TWT49U,2383,台光電,2006-08-29,ex_right,12.65,12.02,12.0,12.02,0.63,0.0,0.63,12.85,11.2,,"2383,20060829",0.950197628458498,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,matched_unique,1,reference_equation,95.0,0.0,0.51693,1.051693,0.008224966791640753,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.0,1.051693,0.0,0.008650140000000306,mops_t05st09sub_declared_dividend_terms,True,actual_shares,2006-08-29,2006-08-28,12.65,12.15,12.3,0.0,1.0,-0.03952569169960474,-0.02766798418972327,12.3,-0.02766798418972327,0.0,0.0,True,True
TWT49U,3030,德律,2006-08-29,ex_right_dividend,45.5,38.18,38.2,38.18,6.32,1.0,7.32,40.85,35.55,,"3030,20060829",0.8391208791208791,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,matched_unique,1,declared_cash_and_decision_year,95.0,1.0,1.5,1.15,0.5156521739130469,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,1.0,1.15,0.0,0.5930000000000035,mops_t05st09sub_declared_dividend_terms,True,actual_shares,2006-08-29,2006-08-28,45.5,39.25,39.1,0.0,1.0,-0.13736263736263732,-0.1406593406593406,39.1,-0.1406593406593406,0.0,0.0,True,True
TWT49U,1618,合機,2006-08-30,ex_right,6.27,6.08,6.08,6.08,0.19,0.0,0.19,6.5,5.66,,"1618,20060830",0.9696969696969697,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,matched_unique,1,reference_equation,95.0,0.0,0.3,1.03,0.007378640776698475,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.0,1.03,0.0,0.007599999999999163,mops_t05st09sub_declared_dividend_terms,True,actual_shares,2006-08-30,2006-08-29,6.27,6.11,6.17,0.0,1.0,-0.02551834130781483,-0.015948963317384268,6.17,-0.015948963317384268,0.0,0.0,True,True
TWT49U,2492,華新科,2006-08-30,ex_right_dividend,24.7,22.94,22.95,22.94,1.23,0.534,1.764,24.5,21.35,,"2492,20060830",0.9287449392712551,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,matched_unique,1,reference_equation,95.0,0.534,0.534,1.0534,0.0009531042339112616,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.534,1.0534,0.0,0.0010040000000017812,mops_t05st09sub_declared_dividend_terms,True,actual_shares,2006-08-30,2006-08-29,24.7,23.25,23.3,0.0,1.0,-0.05870445344129549,-0.05668016194331982,23.3,-0.05668016194331982,0.0,0.0,True,True
TWT49U,3011,今皓,2006-08-30,ex_right_dividend,14.3,13.08,13.1,13.08,0.72,0.508434,1.228434,13.95,12.2,,"3011,20060830",0.9146853146853147,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,matched_unique,1,declared_cash_and_decision_year,95.0,0.50843,0.50843,1.050843,0.04429164014034548,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.50843,1.050843,0.0,0.04654355999999993,mops_t05st09sub_declared_dividend_terms,True,actual_shares,2006-08-30,2006-08-29,14.3,13.25,13.35,0.0,1.0,-0.07342657342657344,-0.06643356643356646,13.35,-0.06643356643356646,0.0,0.0,True,True
TWT49U,3043,科風,2006-08-30,ex_right_dividend,79.5,65.2,65.2,65.2,13.35,0.958344,14.308344,69.7,60.7,,"3043,20060830",0.820125786163522,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,matched_unique,1,declared_cash_and_decision_year,95.0,0.95834,1.91669,1.191669,0.7089562621835341,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.95834,1.191669,0.0,0.8448411999999905,mops_t05st09sub_declared_dividend_terms,True,actual_shares,2006-08-30,2006-08-29,79.5,67.0,69.7,0.0,1.0,-0.1572327044025157,-0.1232704402515723,69.7,-0.1232704402515723,0.0,0.0,True,True
TWT49U,4119,旭富,2006-08-30,ex_dividend,17.25,16.2,16.2,16.2,0.0,1.045,1.045,17.3,15.1,,"4119,20060830",0.9391304347826086,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,1.045,1.0,0.0,0.005000000000002558,twse_twt49u_declared_cash,True,actual_shares,2006-08-30,2006-08-29,17.25,16.2,15.95,0.0,1.0,-0.0608695652173914,-0.07536231884057976,15.95,-0.07536231884057976,0.0,0.0,True,True
TWT49U,1455,集盛,2006-08-31,ex_dividend,6.08,5.98,5.98,5.98,0.0,0.1,0.1,6.39,5.57,,"1455,20060831",0.9835526315789475,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.1,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares,2006-08-31,2006-08-30,6.08,6.09,6.07,0.0,1.0,0.00164473684210531,-0.0016447368421051989,6.07,-0.0016447368421051989,0.0,0.0,True,True
TWT49U,2418,雅新,2006-08-31,ex_right,26.95,25.66,25.65,25.66,1.29,0.0,1.29,27.45,23.9,,"2418,20060831",0.9521335807050093,data/raw/twse/corporate_actions/ex_right_dividend/2006/TWT49U_200608.json.gz,2BBEF63733468F06DB7876E01864B1E95294402E4ABFA7AE950D669EE8055B4A,stock_not_found,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,blocked,official_free_share_terms_missing,,,,,,False,actual_shares,2006-08-31,2006-08-30,26.95,25.85,25.65,0.0,1.0,-0.04081632653061218,-0.048237476808905444,25.65,-0.048237476808905444,0.0,0.0,True,True
