source_report,stock_id,stock_name,event_date,event_kind,pre_event_close,reference_price,opening_reference_price,ex_right_reference_price,rights_value,cash_value,combined_value,upper_limit,lower_limit,reduction_reason,detail_key,adjustment_factor,raw_path,raw_sha256,mops_match_status,mops_candidate_count,mops_match_method,mops_distribution_year_roc,mops_cash_per_old_share,mops_stock_dividend_value_per_old_share,mops_free_share_multiplier,mops_reference_error,subscription_match_status,subscription_pair_candidates,official_subscription_rate,official_subscription_price,official_shareholder_allocation_fraction,official_paid_dilution_rate,subscription_reference_error,subscription_rate_announcement_date,subscription_price_announcement_date,subscription_record_date,subscription_payment_start,subscription_payment_end,capital_increase_effective_date,new_share_delivery_date,subscription_settlement_match_status,ledger_status,ledger_block_reason,cash_per_old_share,share_multiplier,capital_contribution_per_old_share,economic_value_continuity_error,ledger_terms_source,total_return_eligible,share_semantics
TWT49U,6280,崇貿,2005-01-11,ex_right,33.0,27.48,27.5,27.48,5.52,0.0,5.52,29.4,25.6,,"6280,20050111",0.8327272727272728,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200501.json.gz,F64A08AD4264500364BEC83F316D8BD703DECCA1910F0CCCBC21CC651D7CD2CB,stock_not_found,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,blocked,official_free_share_terms_missing,,,,,,False,actual_shares
TWT49U,2023,燁輝,2005-01-18,ex_right,23.3,23.19,23.3,23.3,0.11,0.0,0.11,24.9,21.6,,"2023,20050118",0.9952789699570815,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200501.json.gz,F64A08AD4264500364BEC83F316D8BD703DECCA1910F0CCCBC21CC651D7CD2CB,matched_unique,1,unique_stock_terms_in_decision_year,94.0,1.0,0.5,1.05,1.109523809523811,rate_price_or_allocation_not_found_before_event,0,,,,,,,,,,,,,not_applicable,blocked,paid_subscription_terms_missing,,,,,,False,actual_shares
TWT49U,2888,新光金,2005-01-24,ex_right,31.0,30.54,31.0,31.0,0.46,0.0,0.46,33.1,28.5,,"2888,20050124",0.9851612903225806,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200501.json.gz,F64A08AD4264500364BEC83F316D8BD703DECCA1910F0CCCBC21CC651D7CD2CB,stock_not_found,0,,,,,,,announcement_facts_not_found,0,,,,,,,,,,,,,not_applicable,blocked,paid_subscription_terms_missing,,,,,,False,actual_shares
TWT49U,2825,中央保,2005-01-25,ex_right,11.8,11.13,11.15,11.13,0.67,0.0,0.67,11.9,10.4,,"2825,20050125",0.9432203389830509,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200501.json.gz,F64A08AD4264500364BEC83F316D8BD703DECCA1910F0CCCBC21CC651D7CD2CB,stock_not_found,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,blocked,official_free_share_terms_missing,,,,,,False,actual_shares
TWT49U,2388,威盛,2005-02-14,ex_right,16.0,15.22,15.2,15.22,0.78,0.0,0.78,16.2,14.2,,"2388,20050214",0.95125,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200502.json.gz,CA47E228AE4DAED191ED99F9F8C0528E936F9AFAAD3EAB5D7BFCAE780D4EE070,year_or_stock_terms_not_found,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,blocked,official_free_share_terms_missing,,,,,,False,actual_shares
TWT49U,2838,聯邦銀,2005-02-15,ex_right,12.45,12.04,12.45,12.45,0.41,0.0,0.41,13.3,11.2,,"2838,20050215",0.9670682730923694,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200502.json.gz,CA47E228AE4DAED191ED99F9F8C0528E936F9AFAAD3EAB5D7BFCAE780D4EE070,year_or_stock_terms_not_found,0,,,,,,,matched_unique,1,0.15813,10.0,0.8,0.1976625,0.005651425171949498,2005-01-19,2004-12-22,2005-02-21,,,,,settlement_dates_missing,blocked,paid_subscription_settlement_timing_missing,,,,,,False,actual_shares
TWT49U,2847,大眾銀,2005-02-15,ex_right,11.3,11.06,11.3,11.3,0.24,0.0,0.24,12.05,10.3,,"2847,20050215",0.9787610619469026,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200502.json.gz,CA47E228AE4DAED191ED99F9F8C0528E936F9AFAAD3EAB5D7BFCAE780D4EE070,stock_not_found,0,,,,,,,announcement_facts_not_found,0,,,,,,,,,,,,,not_applicable,blocked,paid_subscription_terms_missing,,,,,,False,actual_shares
TWT49U,2847B,眾乙特,2005-02-15,ex_right,11.5,11.32,11.5,11.5,0.18,0.0,0.18,12.3,10.55,,"2847B,20050215",0.9843478260869566,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200502.json.gz,CA47E228AE4DAED191ED99F9F8C0528E936F9AFAAD3EAB5D7BFCAE780D4EE070,stock_not_found,0,,,,,,,announcement_facts_not_found,0,,,,,,,,,,,,,not_applicable,blocked,paid_subscription_terms_missing,,,,,,False,actual_shares
TWT49U,1227,佳格,2005-02-17,ex_dividend,13.5,12.6,12.6,12.6,0.0,0.9,0.9,13.45,11.75,,"1227,20050217",0.9333333333333333,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200502.json.gz,CA47E228AE4DAED191ED99F9F8C0528E936F9AFAAD3EAB5D7BFCAE780D4EE070,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.9,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares
TWT49U,9105,泰金寶-DR,2005-03-01,ex_dividend,41.9,40.67,40.65,40.67,0.0,1.23,1.23,43.5,37.85,,"9105,20050301",0.9706443914081146,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200503.json.gz,3DDA08E5D0640CD0B8EBF16CBE57C3D81F338BAA113AF11B049E62658FFB6206,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,1.23,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares
TWT49U,9104,萬宇科,2005-03-17,ex_dividend,50.5,48.92,48.9,48.92,0.0,1.58,1.58,52.3,45.5,,"9104,20050317",0.9687128712871288,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200503.json.gz,3DDA08E5D0640CD0B8EBF16CBE57C3D81F338BAA113AF11B049E62658FFB6206,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,1.58,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares
TWT49U,2020,美亞,2005-03-22,ex_right,23.3,23.3,23.3,23.3,0.0,0.0,0.0,24.9,21.7,,"2020,20050322",1.0,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200503.json.gz,3DDA08E5D0640CD0B8EBF16CBE57C3D81F338BAA113AF11B049E62658FFB6206,year_or_stock_terms_not_found,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,blocked,official_free_share_terms_missing,,,,,,False,actual_shares
TWT49U,9105,泰金寶-DR,2005-04-12,ex_right,53.8,5.38,5.38,5.38,48.42,0.0,48.42,5.75,5.01,,"9105,20050412",0.1,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200504.json.gz,7C144F3090D0EF0B07CF67631E9BD0801F701045CEE69718DACB9FC9639ECB21,year_or_stock_terms_not_found,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,blocked,official_free_share_terms_missing,,,,,,False,actual_shares
TWT49U,2034,允強,2005-04-14,ex_right,31.8,30.62,31.8,31.8,1.18,0.0,1.18,34.0,28.5,,"2034,20050414",0.9628930817610063,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200504.json.gz,7C144F3090D0EF0B07CF67631E9BD0801F701045CEE69718DACB9FC9639ECB21,year_or_stock_terms_not_found,0,,,,,,,rate_price_or_allocation_not_found_before_event,0,,,,,,,,,,,,,not_applicable,blocked,paid_subscription_terms_missing,,,,,,False,actual_shares
TWT49U,4906,正文,2005-04-20,ex_right,68.2,67.46,68.2,68.2,0.74,0.0,0.74,72.9,62.8,,"4906,20050420",0.9891495601173019,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200504.json.gz,7C144F3090D0EF0B07CF67631E9BD0801F701045CEE69718DACB9FC9639ECB21,matched_unique,1,unique_stock_terms_in_decision_year,94.0,2.8528,1.574,1.1574,9.274822878866424,rate_price_or_allocation_not_found_before_event,0,,,,,,,,,,,,,not_applicable,blocked,paid_subscription_terms_missing,,,,,,False,actual_shares
TWT49U,2822,農銀,2005-04-21,ex_right,9.17,9.25,9.17,9.17,0.08,0.0,0.08,9.89,8.53,,"2822,20050421",1.0087241003271539,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200504.json.gz,7C144F3090D0EF0B07CF67631E9BD0801F701045CEE69718DACB9FC9639ECB21,stock_not_found,0,,,,,,,announcement_facts_not_found,0,,,,,,,,,,,,,not_applicable,blocked,paid_subscription_terms_missing,,,,,,False,actual_shares
TWT49U,2834,臺企銀,2005-04-21,ex_right,9.4,9.48,9.4,9.4,0.08,0.0,0.08,10.1,8.75,,"2834,20050421",1.0085106382978724,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200504.json.gz,7C144F3090D0EF0B07CF67631E9BD0801F701045CEE69718DACB9FC9639ECB21,year_or_stock_terms_not_found,0,,,,,,,rate_price_or_allocation_not_found_before_event,0,,,,,,,,,,,,,not_applicable,blocked,paid_subscription_terms_missing,,,,,,False,actual_shares
TWT49U,3051,力特,2005-04-27,ex_right,89.7,88.23,89.7,89.7,1.47,0.0,1.47,95.9,82.1,,"3051,20050427",0.9836120401337792,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200504.json.gz,7C144F3090D0EF0B07CF67631E9BD0801F701045CEE69718DACB9FC9639ECB21,matched_unique,1,unique_stock_terms_in_decision_year,94.0,2.739,1.47488,1.147488,11.529247887559606,rate_price_or_allocation_not_found_before_event,0,,,,,,,,,,,,,not_applicable,blocked,paid_subscription_terms_missing,,,,,,False,actual_shares
TWT49U,1717,長興,2005-04-28,ex_dividend,20.1,19.3,19.3,19.3,0.0,0.8,0.8,20.65,17.95,,"1717,20050428",0.9601990049751243,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200504.json.gz,7C144F3090D0EF0B07CF67631E9BD0801F701045CEE69718DACB9FC9639ECB21,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.8,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares
TWT49U,9102,東亞科,2005-05-10,ex_dividend,9.75,9.37,9.37,9.37,0.0,0.38,0.38,10.0,8.72,,"9102,20050510",0.9610256410256409,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200505.json.gz,B1E0FACFD5628614DD8B7A07489E07D0C8FAA2F8FECB869D93E388F11388CFBE,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.38,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares
TWT49U,9103,美德醫療-DR,2005-05-13,ex_dividend,11.8,11.61,11.6,11.61,0.0,0.1864,0.1864,12.4,10.8,,"9103,20050513",0.9838983050847456,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200505.json.gz,B1E0FACFD5628614DD8B7A07489E07D0C8FAA2F8FECB869D93E388F11388CFBE,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.1864,1.0,0.0,0.0036000000000004917,twse_twt49u_declared_cash,True,actual_shares
TWT49U,0050,元大台灣50,2005-05-19,ex_dividend,46.69,44.84,44.84,44.84,0.0,1.85,1.85,47.97,41.71,,"0050,20050519",0.960376954379953,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200505.json.gz,B1E0FACFD5628614DD8B7A07489E07D0C8FAA2F8FECB869D93E388F11388CFBE,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,1.85,1.0,0.0,7.105427357601002e-15,twse_twt49u_declared_cash,True,actual_shares
TWT49U,1520,復盛,2005-05-19,ex_dividend,42.45,39.45,39.45,39.45,0.0,3.0,3.0,42.2,36.7,,"1520,20050519",0.9293286219081273,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200505.json.gz,B1E0FACFD5628614DD8B7A07489E07D0C8FAA2F8FECB869D93E388F11388CFBE,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,3.0,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares
TWT49U,9911,櫻花,2005-05-23,ex_dividend,8.03,7.78,7.78,7.78,0.0,0.25,0.25,8.32,7.24,,"9911,20050523",0.9688667496886676,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200505.json.gz,B1E0FACFD5628614DD8B7A07489E07D0C8FAA2F8FECB869D93E388F11388CFBE,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.25,1.0,0.0,1.7763568394002505e-15,twse_twt49u_declared_cash,True,actual_shares
TWT49U,9943,好樂迪,2005-05-23,ex_dividend,24.3,23.8,23.8,23.8,0.0,0.5,0.5,25.45,22.15,,"9943,20050523",0.9794238683127572,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200505.json.gz,B1E0FACFD5628614DD8B7A07489E07D0C8FAA2F8FECB869D93E388F11388CFBE,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.5,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares
TWT49U,2523,德寶,2005-05-24,ex_dividend,7.66,7.16,7.16,7.16,0.0,0.5,0.5,7.66,6.66,,"2523,20050524",0.9347258485639687,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200505.json.gz,B1E0FACFD5628614DD8B7A07489E07D0C8FAA2F8FECB869D93E388F11388CFBE,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.5,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares
TWT49U,2847B,眾乙特,2005-05-30,ex_dividend,10.9,10.33,10.35,10.33,0.0,0.57,0.57,11.05,9.61,,"2847B,20050530",0.9477064220183486,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200505.json.gz,B1E0FACFD5628614DD8B7A07489E07D0C8FAA2F8FECB869D93E388F11388CFBE,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.57,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares
TWT49U,1733,五鼎,2005-06-02,ex_dividend,24.25,22.25,22.25,22.25,0.0,2.0,2.0,23.8,20.7,,"1733,20050602",0.9175257731958762,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200506.json.gz,AD3FA1E8BCC5EF2C0294FB5DCC7B8D20582639A2CE7BEF954C56413E6484B5A0,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,2.0,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares
TWT49U,2707,晶華,2005-06-02,ex_dividend,55.9,53.13,53.1,53.13,0.0,2.77,2.77,56.8,49.45,,"2707,20050602",0.9504472271914133,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200506.json.gz,AD3FA1E8BCC5EF2C0294FB5DCC7B8D20582639A2CE7BEF954C56413E6484B5A0,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,2.77,1.0,0.0,7.105427357601002e-15,twse_twt49u_declared_cash,True,actual_shares
TWT49U,2890,永豐金,2005-06-02,ex_dividend,16.4,15.52,15.5,15.52,0.0,0.88,0.88,16.6,14.45,,"2890,20050602",0.9463414634146342,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200506.json.gz,AD3FA1E8BCC5EF2C0294FB5DCC7B8D20582639A2CE7BEF954C56413E6484B5A0,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.88,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares
TWT49U,2910,統領,2005-06-02,ex_dividend,23.5,22.4,22.4,22.4,0.0,1.1,1.1,23.95,20.85,,"2910,20050602",0.9531914893617021,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200506.json.gz,AD3FA1E8BCC5EF2C0294FB5DCC7B8D20582639A2CE7BEF954C56413E6484B5A0,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,1.1,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares
TWT49U,5469,瀚宇博,2005-06-02,ex_right_dividend,37.85,32.19,32.2,32.19,4.32,1.34,5.66,34.4,29.95,,"5469,20050602",0.8504623513870541,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200506.json.gz,AD3FA1E8BCC5EF2C0294FB5DCC7B8D20582639A2CE7BEF954C56413E6484B5A0,matched_unique,1,reference_equation,94.0,1.34,1.34,1.134,0.00576719576719853,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,1.34,1.134,0.0,0.0065400000000011005,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,8016,矽創,2005-06-02,ex_right_dividend,130.0,95.65,95.7,95.65,31.88,2.47,34.35,102.0,89.0,,"8016,20050602",0.7357692307692308,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200506.json.gz,AD3FA1E8BCC5EF2C0294FB5DCC7B8D20582639A2CE7BEF954C56413E6484B5A0,matched_unique,1,declared_cash_and_decision_year,94.0,2.47098,2.96517,1.2965170000000001,2.7127827479315556,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,2.47098,1.2965170000000001,0.0,3.5171689499999843,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,3023,信邦,2005-06-03,ex_right_dividend,37.3,29.28,29.3,29.28,7.47,0.55,8.02,31.3,27.25,,"3023,20050603",0.7849865951742628,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200506.json.gz,AD3FA1E8BCC5EF2C0294FB5DCC7B8D20582639A2CE7BEF954C56413E6484B5A0,matched_unique,1,reference_equation,94.0,0.55,2.5500000000000003,1.255,0.0028685258964173954,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.55,1.255,0.0,0.0035999999999987153,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,1315,達新,2005-06-07,ex_dividend,11.65,10.85,10.85,10.85,0.0,0.8,0.8,11.6,10.1,,"1315,20050607",0.9313304721030042,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200506.json.gz,AD3FA1E8BCC5EF2C0294FB5DCC7B8D20582639A2CE7BEF954C56413E6484B5A0,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.8,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares
TWT49U,1507,永大,2005-06-07,ex_dividend,17.2,16.6,16.6,16.6,0.0,0.6,0.6,17.75,15.45,,"1507,20050607",0.9651162790697676,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200506.json.gz,AD3FA1E8BCC5EF2C0294FB5DCC7B8D20582639A2CE7BEF954C56413E6484B5A0,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.6,1.0,0.0,3.552713678800501e-15,twse_twt49u_declared_cash,True,actual_shares
TWT49U,5608,四維航,2005-06-07,ex_right_dividend,38.3,28.97,28.95,28.97,7.33,2.0,9.33,30.95,26.95,,"5608,20050607",0.7563968668407312,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200506.json.gz,AD3FA1E8BCC5EF2C0294FB5DCC7B8D20582639A2CE7BEF954C56413E6484B5A0,matched_unique,1,declared_cash_and_decision_year,94.0,2.0,2.5,1.25,0.07000000000000028,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,2.0,1.25,0.0,0.08749999999999858,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,3214,元砷,2005-06-10,ex_right_dividend,27.8,25.44,25.45,25.44,2.26,0.1,2.36,27.2,23.7,,"3214,20050610",0.9151079136690647,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200506.json.gz,AD3FA1E8BCC5EF2C0294FB5DCC7B8D20582639A2CE7BEF954C56413E6484B5A0,stock_not_found,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,blocked,official_free_share_terms_missing,,,,,,False,actual_shares
TWT49U,2330,台積電,2005-06-13,ex_right_dividend,58.1,52.88,52.9,52.88,3.23,1.9998,5.2298,56.5,49.2,,"2330,20050613",0.9101549053356283,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200506.json.gz,AD3FA1E8BCC5EF2C0294FB5DCC7B8D20582639A2CE7BEF954C56413E6484B5A0,matched_unique,1,declared_cash_and_decision_year,94.0,1.9998,0.49997,1.049997,0.5489145588034958,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,1.9998,1.049997,0.0,0.5763586399999951,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,9911,櫻花,2005-06-13,ex_right,8.54,8.37,8.37,8.37,0.17,0.0,0.17,8.95,7.79,,"9911,20050613",0.9800936768149883,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200506.json.gz,AD3FA1E8BCC5EF2C0294FB5DCC7B8D20582639A2CE7BEF954C56413E6484B5A0,matched_unique,1,reference_equation,94.0,0.25,0.2,1.02,0.0025490196078425953,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.0,1.02,0.0,0.0025999999999992696,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,1229,聯華,2005-06-14,ex_dividend,11.75,11.14,11.15,11.14,0.0,0.601389,0.601389,11.9,10.4,,"1229,20050614",0.9480851063829788,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200506.json.gz,AD3FA1E8BCC5EF2C0294FB5DCC7B8D20582639A2CE7BEF954C56413E6484B5A0,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.601389,1.0,0.0,0.008611000000000146,twse_twt49u_declared_cash,True,actual_shares
TWT49U,1802,台玻,2005-06-14,ex_right_dividend,31.3,28.0,28.0,28.0,2.8,0.5,3.3,29.95,26.05,,"1802,20050614",0.8945686900958466,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200506.json.gz,AD3FA1E8BCC5EF2C0294FB5DCC7B8D20582639A2CE7BEF954C56413E6484B5A0,matched_unique,1,reference_equation,94.0,0.5,1.0,1.1,0.0,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.5,1.1,0.0,3.552713678800501e-15,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,1323,永裕,2005-06-15,ex_dividend,9.78,9.28,9.28,9.28,0.0,0.5,0.5,9.92,8.64,,"1323,20050615",0.9488752556237219,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200506.json.gz,AD3FA1E8BCC5EF2C0294FB5DCC7B8D20582639A2CE7BEF954C56413E6484B5A0,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.5,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares
TWT49U,3271,其樂達,2005-06-15,ex_right,38.4,32.26,32.65,32.67,6.14,0.0,6.14,34.95,30.05,,"3271,20050615",0.8401041666666667,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200506.json.gz,AD3FA1E8BCC5EF2C0294FB5DCC7B8D20582639A2CE7BEF954C56413E6484B5A0,stock_not_found,0,,,,,,,announcement_facts_not_found,0,,,,,,,,,,,,,not_applicable,blocked,paid_subscription_terms_missing,,,,,,False,actual_shares
TWT49U,6112,邁達特,2005-06-15,ex_dividend,10.05,9.8,9.8,9.8,0.0,0.25,0.25,10.45,9.12,,"6112,20050615",0.9751243781094527,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200506.json.gz,AD3FA1E8BCC5EF2C0294FB5DCC7B8D20582639A2CE7BEF954C56413E6484B5A0,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.25,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares
TWT49U,1734,杏輝,2005-06-16,ex_dividend,21.65,21.2,21.2,21.2,0.0,0.45,0.45,22.65,19.75,,"1734,20050616",0.979214780600462,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200506.json.gz,AD3FA1E8BCC5EF2C0294FB5DCC7B8D20582639A2CE7BEF954C56413E6484B5A0,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.45,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares
TWT49U,1905,華紙,2005-06-16,ex_dividend,12.4,11.7,11.7,11.7,0.0,0.7,0.7,12.5,10.9,,"1905,20050616",0.9435483870967741,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200506.json.gz,AD3FA1E8BCC5EF2C0294FB5DCC7B8D20582639A2CE7BEF954C56413E6484B5A0,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.7,1.0,0.0,1.7763568394002505e-15,twse_twt49u_declared_cash,True,actual_shares
TWT49U,2206,三陽工業,2005-06-16,ex_dividend,14.55,13.2,13.2,13.2,0.0,1.35,1.35,14.1,12.3,,"2206,20050616",0.9072164948453607,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200506.json.gz,AD3FA1E8BCC5EF2C0294FB5DCC7B8D20582639A2CE7BEF954C56413E6484B5A0,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,1.35,1.0,0.0,1.7763568394002505e-15,twse_twt49u_declared_cash,True,actual_shares
TWT49U,3048,益登,2005-06-16,ex_dividend,27.2,25.1,25.1,25.1,0.0,2.1,2.1,26.85,23.35,,"3048,20050616",0.9227941176470589,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200506.json.gz,AD3FA1E8BCC5EF2C0294FB5DCC7B8D20582639A2CE7BEF954C56413E6484B5A0,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,2.1,1.0,0.0,3.552713678800501e-15,twse_twt49u_declared_cash,True,actual_shares
TWT49U,1904,正隆,2005-06-17,ex_dividend,10.6,9.9,9.9,9.9,0.0,0.7,0.7,10.55,9.21,,"1904,20050617",0.9339622641509434,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200506.json.gz,AD3FA1E8BCC5EF2C0294FB5DCC7B8D20582639A2CE7BEF954C56413E6484B5A0,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.7,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares
TWT49U,1307,三芳,2005-06-20,ex_dividend,18.2,17.5,17.5,17.5,0.0,0.7,0.7,18.7,16.3,,"1307,20050620",0.9615384615384616,data/raw/twse/corporate_actions/ex_right_dividend/2005/TWT49U_200506.json.gz,AD3FA1E8BCC5EF2C0294FB5DCC7B8D20582639A2CE7BEF954C56413E6484B5A0,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.7,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares
